PUUID,Game ID,Blue Team Champions,Red Team Champions,Winning Team,UserChampion
JBjx4vpKVZeORm0sJ0ZWfh8KJh8qSd8z7hz2kWuMbiIHcBjvNS64k_ue16IaviNo13WrRBDD7Bcq4w,KR_7002585871,"Gragas, Taliyah, Twitch, Viego, Yuumi","Gwen, Hwei, Jax, Rakan, Zeri",Blue,Viego
JBjx4vpKVZeORm0sJ0ZWfh8KJh8qSd8z7hz2kWuMbiIHcBjvNS64k_ue16IaviNo13WrRBDD7Bcq4w,KR_7002511669,"AurelionSol, KSante, LeeSin, Sett, Smolder","Fiora, Kaisa, Maokai, Nautilus, Yone ½Â¸®2",Red,Yone
JBjx4vpKVZeORm0sJ0ZWfh8KJh8qSd8z7hz2kWuMbiIHcBjvNS64k_ue16IaviNo13WrRBDD7Bcq4w,KR_7002109812,"Aphelios, Fiora, Rakan, Tristana, Volibear","Azir, Jinx, Lulu, Poppy, TwistedFate ½Â¸® 1",Red,Azir
JBjx4vpKVZeORm0sJ0ZWfh8KJh8qSd8z7hz2kWuMbiIHcBjvNS64k_ue16IaviNo13WrRBDD7Bcq4w,KR_7001855467,"Camille, Gwen, KSante, Kalista, Taliyah","Jayce, Poppy, Rell, Tristana, Ziggs ½Â¸®2",Red,Camille
JBjx4vpKVZeORm0sJ0ZWfh8KJh8qSd8z7hz2kWuMbiIHcBjvNS64k_ue16IaviNo13WrRBDD7Bcq4w,KR_7001824348,"Hwei, Jinx, Kayn, Thresh, Volibear","Ahri, LeeSin, Rakan, RekSai, Varus ÆÐ¹è2",Blue,LeeSin
JBjx4vpKVZeORm0sJ0ZWfh8KJh8qSd8z7hz2kWuMbiIHcBjvNS64k_ue16IaviNo13WrRBDD7Bcq4w,KR_7001777580,"AurelionSol, LeeSin, Lucian, Milio, TwistedFate","Cassiopeia, KSante, Poppy, Rell, Samira ½Â¸® 1",Red,KSante
JBjx4vpKVZeORm0sJ0ZWfh8KJh8qSd8z7hz2kWuMbiIHcBjvNS64k_ue16IaviNo13WrRBDD7Bcq4w,KR_7001719904,"Evelynn, Rakan, Renekton, Tristana, Zeri","Gragas, Hwei, Jhin, LeeSin, Rumble ÆÐ¹è1",Blue,Gragas
JBjx4vpKVZeORm0sJ0ZWfh8KJh8qSd8z7hz2kWuMbiIHcBjvNS64k_ue16IaviNo13WrRBDD7Bcq4w,KR_7001710268,"Camille, Hwei, Jax, Nautilus, Varus","Gnar, Karma, LeeSin, Lucian, Nami",Red,Karma
JBjx4vpKVZeORm0sJ0ZWfh8KJh8qSd8z7hz2kWuMbiIHcBjvNS64k_ue16IaviNo13WrRBDD7Bcq4w,KR_7001238634,"Hwei, Kaisa, Poppy, Rakan, Renekton","Gragas, Leblanc, LeeSin, Rell, Smolder",Red,LeeSin
JBjx4vpKVZeORm0sJ0ZWfh8KJh8qSd8z7hz2kWuMbiIHcBjvNS64k_ue16IaviNo13WrRBDD7Bcq4w,KR_7001068262,"Yone, Yone, Yone, Yone, Yone","Garen, Garen, Garen, Garen, Garen",Red,Garen
JBjx4vpKVZeORm0sJ0ZWfh8KJh8qSd8z7hz2kWuMbiIHcBjvNS64k_ue16IaviNo13WrRBDD7Bcq4w,KR_7000116706,"Hwei, Jinx, Nautilus, Udyr, Zed","Aatrox, Alistar, Nidalee, Taliyah, Zeri",Blue,Taliyah
JBjx4vpKVZeORm0sJ0ZWfh8KJh8qSd8z7hz2kWuMbiIHcBjvNS64k_ue16IaviNo13WrRBDD7Bcq4w,KR_6999646218,"Blitzcrank, Galio, Rumble, Smolder, Viego","Akali, Ashe, Kindred, Pantheon, Xerath",Blue,Viego
JBjx4vpKVZeORm0sJ0ZWfh8KJh8qSd8z7hz2kWuMbiIHcBjvNS64k_ue16IaviNo13WrRBDD7Bcq4w,KR_6999605903,"Bard, Hwei, KSante, LeeSin, Ziggs","Ahri, Akali, Ashe, Draven, RekSai",Red,Draven
JBjx4vpKVZeORm0sJ0ZWfh8KJh8qSd8z7hz2kWuMbiIHcBjvNS64k_ue16IaviNo13WrRBDD7Bcq4w,KR_6999542980,"Ahri, Karma, Nocturne, Renekton, Zeri","Nautilus, TwistedFate, Varus, Vex, XinZhao",Red,Karma
JBjx4vpKVZeORm0sJ0ZWfh8KJh8qSd8z7hz2kWuMbiIHcBjvNS64k_ue16IaviNo13WrRBDD7Bcq4w,KR_6999481522,"Blitzcrank, Draven, Kennen, Tristana, Volibear","Amumu, Hwei, Lucian, Nami, Vayne",Blue,Blitzcrank
JBjx4vpKVZeORm0sJ0ZWfh8KJh8qSd8z7hz2kWuMbiIHcBjvNS64k_ue16IaviNo13WrRBDD7Bcq4w,KR_6999422456,"Ashe, Gragas, Hwei, Varus, XinZhao","LeeSin, Nautilus, Orianna, TwistedFate, Zeri",Red,Varus
JBjx4vpKVZeORm0sJ0ZWfh8KJh8qSd8z7hz2kWuMbiIHcBjvNS64k_ue16IaviNo13WrRBDD7Bcq4w,KR_6997816112,"Amumu, Kaisa, Olaf, Taliyah, Yasuo","Camille, Jayce, Karthus, Tristana, Zeri",Red,Kaisa
JBjx4vpKVZeORm0sJ0ZWfh8KJh8qSd8z7hz2kWuMbiIHcBjvNS64k_ue16IaviNo13WrRBDD7Bcq4w,KR_6997781677,"LeeSin, Rumble, Taliyah, Xayah, Zac","Camille, Karma, Tristana, XinZhao, Yone",Blue,Camille
JBjx4vpKVZeORm0sJ0ZWfh8KJh8qSd8z7hz2kWuMbiIHcBjvNS64k_ue16IaviNo13WrRBDD7Bcq4w,KR_6996200796,"Jinx, KSante, Nautilus, Nidalee, Yone","Aatrox, Hwei, Rell, Rengar, Zeri",Blue,KSante
JBjx4vpKVZeORm0sJ0ZWfh8KJh8qSd8z7hz2kWuMbiIHcBjvNS64k_ue16IaviNo13WrRBDD7Bcq4w,KR_6996157349,"Leblanc, Nautilus, Senna, Taliyah, Tristana","Camille, Jayce, Jinx, LeeSin, Orianna",Red,Jayce
MxVAmpdf5VyHVeTVdt0LMiUt5j046voKj9K98-LFPQmhe0eAKm-SK3BcDwAIlNSucsXvu81rrk0kSg,KR_7016966304,"Alistar, Azir, Fiora, Samira, Sejuani","Akali, Belveth, Kalista, RekSai, Rell",Red,Sejuani
MxVAmpdf5VyHVeTVdt0LMiUt5j046voKj9K98-LFPQmhe0eAKm-SK3BcDwAIlNSucsXvu81rrk0kSg,KR_7016906668,"Alistar, KSante, Kalista, Nidalee, Yone","Belveth, Rell, Taliyah, Vayne, Zeri",Red,Alistar
MxVAmpdf5VyHVeTVdt0LMiUt5j046voKj9K98-LFPQmhe0eAKm-SK3BcDwAIlNSucsXvu81rrk0kSg,KR_7016843183,"Aatrox, Bard, Ezreal, Orianna, Vi","Azir, Belveth, KSante, Nautilus, Zeri",Red,Aatrox
MxVAmpdf5VyHVeTVdt0LMiUt5j046voKj9K98-LFPQmhe0eAKm-SK3BcDwAIlNSucsXvu81rrk0kSg,KR_7016774048,"Azir, Camille, Darius, Kindred, Zeri","Belveth, Galio, Heimerdinger, Jinx, Warwick",Red,Kindred
MxVAmpdf5VyHVeTVdt0LMiUt5j046voKj9K98-LFPQmhe0eAKm-SK3BcDwAIlNSucsXvu81rrk0kSg,KR_7016705582,"Ashe, Elise, Jax, Jayce, Varus","Belveth, DrMundo, Lucian, Nami, Sejuani",Blue,Belveth
MxVAmpdf5VyHVeTVdt0LMiUt5j046voKj9K98-LFPQmhe0eAKm-SK3BcDwAIlNSucsXvu81rrk0kSg,KR_7016629567,"Annie, Lucian, Senna, Teemo, XinZhao","Belveth, Janna, Jinx, Rumble, Sylas",Red,Rumble
MxVAmpdf5VyHVeTVdt0LMiUt5j046voKj9K98-LFPQmhe0eAKm-SK3BcDwAIlNSucsXvu81rrk0kSg,KR_7016568503,"Nautilus, Senna, Taliyah, Warwick, Yone","Belveth, Hwei, Kaisa, Rell, TwistedFate",Blue,Hwei
MxVAmpdf5VyHVeTVdt0LMiUt5j046voKj9K98-LFPQmhe0eAKm-SK3BcDwAIlNSucsXvu81rrk0kSg,KR_7008993330,"Belveth, Jinx, Lucian, Neeko, Thresh","Aphelios, LeeSin, Lulu, Renekton, Sylas",Red,Sylas
MxVAmpdf5VyHVeTVdt0LMiUt5j046voKj9K98-LFPQmhe0eAKm-SK3BcDwAIlNSucsXvu81rrk0kSg,KR_7008915480,"Belveth, Draven, Irelia, Nautilus, Rumble","Jinx, Kindred, Renekton, Thresh, TwistedFate",Red,Thresh
MxVAmpdf5VyHVeTVdt0LMiUt5j046voKj9K98-LFPQmhe0eAKm-SK3BcDwAIlNSucsXvu81rrk0kSg,KR_7008849907,"Elise, Gwen, Rell, Samira, Yone","Akali, Draven, Gragas, Irelia, Sejuani",Red,Akali
MxVAmpdf5VyHVeTVdt0LMiUt5j046voKj9K98-LFPQmhe0eAKm-SK3BcDwAIlNSucsXvu81rrk0kSg,KR_7008771838,"Braum, Gragas, Kindred, Leblanc, Tristana","Azir, Belveth, Lulu, RekSai, Zeri",Red,Azir
MxVAmpdf5VyHVeTVdt0LMiUt5j046voKj9K98-LFPQmhe0eAKm-SK3BcDwAIlNSucsXvu81rrk0kSg,KR_7007591936,"Azir, Belveth, Fiora, Jinx, Nautilus","Ahri, Kalista, Kindred, Rakan, Zeri",Red,Rakan
MxVAmpdf5VyHVeTVdt0LMiUt5j046voKj9K98-LFPQmhe0eAKm-SK3BcDwAIlNSucsXvu81rrk0kSg,KR_7007534867,"Fiora, Jax, Jinx, Rakan, Syndra","Belveth, Irelia, Warwick, Yuumi, Zeri",Red,Zeri
MxVAmpdf5VyHVeTVdt0LMiUt5j046voKj9K98-LFPQmhe0eAKm-SK3BcDwAIlNSucsXvu81rrk0kSg,KR_7001366751,"Belveth, Caitlyn, Janna, RekSai, Syndra","Aatrox, Lucian, Nami, Taliyah, Volibear",Red,RekSai
MxVAmpdf5VyHVeTVdt0LMiUt5j046voKj9K98-LFPQmhe0eAKm-SK3BcDwAIlNSucsXvu81rrk0kSg,KR_7001321463,"Ahri, Belveth, KSante, Lucian, Nami","Hwei, Kaisa, LeeSin, Pyke, RekSai",Blue,Lucian
MxVAmpdf5VyHVeTVdt0LMiUt5j046voKj9K98-LFPQmhe0eAKm-SK3BcDwAIlNSucsXvu81rrk0kSg,KR_7001261590,"Akali, Belveth, Rakan, Smolder, Twitch","Brand, Nasus, RekSai, Rell, Tristana",Blue,Smolder
MxVAmpdf5VyHVeTVdt0LMiUt5j046voKj9K98-LFPQmhe0eAKm-SK3BcDwAIlNSucsXvu81rrk0kSg,KR_7001231267,"Belveth, Gnar, Lucian, Nami, Nidalee","Fiora, Lulu, Taliyah, Viego, Zeri",Blue,Lucian
MxVAmpdf5VyHVeTVdt0LMiUt5j046voKj9K98-LFPQmhe0eAKm-SK3BcDwAIlNSucsXvu81rrk0kSg,KR_6987771298,"Belveth, Hwei, Nautilus, Rumble, Varus","Poppy, Taliyah, Udyr, Viego, Zeri",Blue,Zeri
MxVAmpdf5VyHVeTVdt0LMiUt5j046voKj9K98-LFPQmhe0eAKm-SK3BcDwAIlNSucsXvu81rrk0kSg,KR_6987736467,"Annie, Belveth, Gragas, Pyke, Zeri","Corki, Jax, KSante, Karthus, Rakan",Blue,Zeri
MxVAmpdf5VyHVeTVdt0LMiUt5j046voKj9K98-LFPQmhe0eAKm-SK3BcDwAIlNSucsXvu81rrk0kSg,KR_6987691959,"Azir, Belveth, Jinx, Karma, Lulu","LeeSin, Rakan, Vex, Zac, Zeri",Red,Lulu
Zub6UH_c_XvT8E-rPpmikonf8pnlPccyjoVoztEPoRcuNA2lz3A2oF9IMLesujzGftcXaXUd3U-ikQ,KR_7017466876,"LeeSin, Lulu, Malphite, Sylas, Varus","Ahri, Fiora, Rakan, Taliyah, Zeri",Red,Malphite
Zub6UH_c_XvT8E-rPpmikonf8pnlPccyjoVoztEPoRcuNA2lz3A2oF9IMLesujzGftcXaXUd3U-ikQ,KR_7016624500,"Ahri, Ashe, Braum, Fiora, Jax","Camille, Graves, Nautilus, Varus, Veigar",Blue,Camille
Zub6UH_c_XvT8E-rPpmikonf8pnlPccyjoVoztEPoRcuNA2lz3A2oF9IMLesujzGftcXaXUd3U-ikQ,KR_7016504059,"Illaoi, MonkeyKing, Rakan, Smolder, Zac","Corki, Kaisa, LeeSin, Nautilus, Warwick",Red,MonkeyKing
Zub6UH_c_XvT8E-rPpmikonf8pnlPccyjoVoztEPoRcuNA2lz3A2oF9IMLesujzGftcXaXUd3U-ikQ,KR_7014026187,"Kalista, Leblanc, RekSai, Renata, Volibear","Fiora, Lillia, Pyke, Varus, Zed",Blue,Kalista
Zub6UH_c_XvT8E-rPpmikonf8pnlPccyjoVoztEPoRcuNA2lz3A2oF9IMLesujzGftcXaXUd3U-ikQ,KR_7013986283,"Ivern, Kalista, Kennen, Rell, Warwick","Bard, Ezreal, Gnar, Karma, Shaco",Red,Ivern
Zub6UH_c_XvT8E-rPpmikonf8pnlPccyjoVoztEPoRcuNA2lz3A2oF9IMLesujzGftcXaXUd3U-ikQ,KR_7012801715,"Fiora, Kalista, Sylas, Thresh, Vi","Anivia, Kaisa, Nautilus, Renekton, XinZhao",Blue,Thresh
Zub6UH_c_XvT8E-rPpmikonf8pnlPccyjoVoztEPoRcuNA2lz3A2oF9IMLesujzGftcXaXUd3U-ikQ,KR_7009936037,"Brand, Gangplank, Rakan, Talon, Zeri","Fiora, Karthus, Rumble, Smolder, Tristana",Red,Rumble
Zub6UH_c_XvT8E-rPpmikonf8pnlPccyjoVoztEPoRcuNA2lz3A2oF9IMLesujzGftcXaXUd3U-ikQ,KR_7009840106,"Alistar, Jinx, Orianna, Renekton, Udyr","Ahri, Aphelios, Fiora, Graves, Rell",Blue,Alistar
Zub6UH_c_XvT8E-rPpmikonf8pnlPccyjoVoztEPoRcuNA2lz3A2oF9IMLesujzGftcXaXUd3U-ikQ,KR_7009803155,"Anivia, Bard, Darius, Ezreal, LeeSin","Jinx, Poppy, Rakan, Warwick, Zilean",Blue,Bard
Zub6UH_c_XvT8E-rPpmikonf8pnlPccyjoVoztEPoRcuNA2lz3A2oF9IMLesujzGftcXaXUd3U-ikQ,KR_7008332397,"Annie, Lucian, Nami, Renekton, XinZhao","Blitzcrank, Jax, Kalista, Nocturne, Taliyah",Red,Blitzcrank
Zub6UH_c_XvT8E-rPpmikonf8pnlPccyjoVoztEPoRcuNA2lz3A2oF9IMLesujzGftcXaXUd3U-ikQ,KR_7008228552,"Fiora, Kaisa, LeeSin, Lissandra, Nautilus","MonkeyKing, RekSai, Seraphine, Taliyah, Zeri",Red,LeeSin
Zub6UH_c_XvT8E-rPpmikonf8pnlPccyjoVoztEPoRcuNA2lz3A2oF9IMLesujzGftcXaXUd3U-ikQ,KR_7007016070,"Ahri, Jax, Kalista, Swain, Volibear","Camille, Fiora, Taliyah, Tristana, Zeri",Red,Ahri
Zub6UH_c_XvT8E-rPpmikonf8pnlPccyjoVoztEPoRcuNA2lz3A2oF9IMLesujzGftcXaXUd3U-ikQ,KR_7006893607,"AurelionSol, Ekko, Jinx, Rakan, XinZhao","Fiora, LeeSin, Nautilus, TwistedFate, Zeri",Red,TwistedFate
Zub6UH_c_XvT8E-rPpmikonf8pnlPccyjoVoztEPoRcuNA2lz3A2oF9IMLesujzGftcXaXUd3U-ikQ,KR_7006855666,"AurelionSol, Fiora, Rakan, Talon, Zeri","Brand, Nilah, Rell, TwistedFate, Yone",Red,Zeri
Zub6UH_c_XvT8E-rPpmikonf8pnlPccyjoVoztEPoRcuNA2lz3A2oF9IMLesujzGftcXaXUd3U-ikQ,KR_7006784259,"Aatrox, Camille, Ekko, Fiora, Zeri","Hwei, Jayce, Jinx, Poppy, TwistedFate",Red,TwistedFate
Zub6UH_c_XvT8E-rPpmikonf8pnlPccyjoVoztEPoRcuNA2lz3A2oF9IMLesujzGftcXaXUd3U-ikQ,KR_7006757002,"Fiora, Jinx, Karma, LeeSin, Nautilus","Camille, Ekko, RekSai, TwistedFate, Zeri",Red,RekSai
Zub6UH_c_XvT8E-rPpmikonf8pnlPccyjoVoztEPoRcuNA2lz3A2oF9IMLesujzGftcXaXUd3U-ikQ,KR_7006671906,"Aatrox, Braum, Hwei, Smolder, Volibear","Draven, Fiora, Nautilus, Taliyah, Viego",Red,Taliyah
Zub6UH_c_XvT8E-rPpmikonf8pnlPccyjoVoztEPoRcuNA2lz3A2oF9IMLesujzGftcXaXUd3U-ikQ,KR_7006646705,"AurelionSol, Jinx, Thresh, TwistedFate, Viego","Ahri, Fiora, Kindred, Nautilus, Senna",Red,Senna
Zub6UH_c_XvT8E-rPpmikonf8pnlPccyjoVoztEPoRcuNA2lz3A2oF9IMLesujzGftcXaXUd3U-ikQ,KR_7006562745,"Fiora, Gragas, Kaisa, Kindred, Rakan","Aatrox, Alistar, Karma, LeeSin, Tristana",Red,Aatrox
Zub6UH_c_XvT8E-rPpmikonf8pnlPccyjoVoztEPoRcuNA2lz3A2oF9IMLesujzGftcXaXUd3U-ikQ,KR_7006544153,"Jinx, Lux, Milio, Teemo, Volibear","Draven, FiddleSticks, Fiora, Lulu, Yone",Red,Jinx
vuPcDRabBW_Lh2uh3_gAn2rgFOfPsagvR17D_KbirQygeldYZc0Pi-w_7hje8aHaLNjeYWNbX20COg,KR_7017685620,"Camille, Hwei, Jinx, LeeSin, Maokai","Ahri, Bard, Belveth, Jax, Zeri",Blue,Hwei
vuPcDRabBW_Lh2uh3_gAn2rgFOfPsagvR17D_KbirQygeldYZc0Pi-w_7hje8aHaLNjeYWNbX20COg,KR_7017627777,"Gragas, Lucian, Nami, Qiyana, Renekton","Akali, Graves, Jinx, KSante, Nautilus",Blue,KSante
vuPcDRabBW_Lh2uh3_gAn2rgFOfPsagvR17D_KbirQygeldYZc0Pi-w_7hje8aHaLNjeYWNbX20COg,KR_7017588275,"Hwei, KSante, LeeSin, Lucian, Nami","Jinx, Leblanc, RekSai, Thresh, Viego",Blue,Nami
vuPcDRabBW_Lh2uh3_gAn2rgFOfPsagvR17D_KbirQygeldYZc0Pi-w_7hje8aHaLNjeYWNbX20COg,KR_7016215223,"Ahri, Nautilus, XinZhao, Yone, Zeri","Hwei, Jinx, LeeSin, Renekton, Thresh",Red,Hwei
vuPcDRabBW_Lh2uh3_gAn2rgFOfPsagvR17D_KbirQygeldYZc0Pi-w_7hje8aHaLNjeYWNbX20COg,KR_7016187415,"Aatrox, Ahri, Alistar, Jinx, Viego","Kaisa, Rumble, Sylas, Udyr, XinZhao",Blue,Sylas
vuPcDRabBW_Lh2uh3_gAn2rgFOfPsagvR17D_KbirQygeldYZc0Pi-w_7hje8aHaLNjeYWNbX20COg,KR_7016144966,"Belveth, Janna, Jayce, Lissandra, Twitch","Ahri, Jinx, MonkeyKing, Olaf, Rakan",Red,Twitch
vuPcDRabBW_Lh2uh3_gAn2rgFOfPsagvR17D_KbirQygeldYZc0Pi-w_7hje8aHaLNjeYWNbX20COg,KR_7016105666,"Aatrox, Alistar, Jax, Kaisa, Orianna","Galio, Gragas, Rell, Yone, Zeri",Blue,Aatrox
vuPcDRabBW_Lh2uh3_gAn2rgFOfPsagvR17D_KbirQygeldYZc0Pi-w_7hje8aHaLNjeYWNbX20COg,KR_7016074975,"Camille, Draven, Gragas, Swain, Yone","Akshan, Kalista, Nidalee, Renata, Skarner",Blue,Yone
vuPcDRabBW_Lh2uh3_gAn2rgFOfPsagvR17D_KbirQygeldYZc0Pi-w_7hje8aHaLNjeYWNbX20COg,KR_7016056237,"Aatrox, Jinx, MonkeyKing, Nautilus, Neeko","Hwei, LeeSin, Pyke, RekSai, Zeri",Red,Pyke
vuPcDRabBW_Lh2uh3_gAn2rgFOfPsagvR17D_KbirQygeldYZc0Pi-w_7hje8aHaLNjeYWNbX20COg,KR_7013908877,"Azir, Rakan, RekSai, Smolder, Vi","Hwei, Jinx, LeeSin, Thresh, TwistedFate",Blue,Azir
vuPcDRabBW_Lh2uh3_gAn2rgFOfPsagvR17D_KbirQygeldYZc0Pi-w_7hje8aHaLNjeYWNbX20COg,KR_7013790094,"Fiora, Kaisa, LeeSin, Lux, Rell","Draven, Neeko, Olaf, Renekton, Rumble",Red,Kaisa
vuPcDRabBW_Lh2uh3_gAn2rgFOfPsagvR17D_KbirQygeldYZc0Pi-w_7hje8aHaLNjeYWNbX20COg,KR_7013748144,"Diana, Jayce, Jinx, Senna, Viego","KSante, Kaisa, LeeSin, Rell, Sylas",Blue,Diana
vuPcDRabBW_Lh2uh3_gAn2rgFOfPsagvR17D_KbirQygeldYZc0Pi-w_7hje8aHaLNjeYWNbX20COg,KR_7013690839,"Aphelios, Skarner, Taliyah, Thresh, Volibear","Blitzcrank, KSante, Kaisa, Kindred, Orianna",Red,Skarner
vuPcDRabBW_Lh2uh3_gAn2rgFOfPsagvR17D_KbirQygeldYZc0Pi-w_7hje8aHaLNjeYWNbX20COg,KR_7013674081,"AurelionSol, Kalista, Nautilus, Renekton, Viego","Ekko, Gragas, Pantheon, Rell, Zeri",Blue,Viego
vuPcDRabBW_Lh2uh3_gAn2rgFOfPsagvR17D_KbirQygeldYZc0Pi-w_7hje8aHaLNjeYWNbX20COg,KR_7011530809,"Belveth, Fiora, Jinx, Orianna, Rakan","Annie, Nidalee, Pyke, Renekton, Zeri",Red,Pyke
vuPcDRabBW_Lh2uh3_gAn2rgFOfPsagvR17D_KbirQygeldYZc0Pi-w_7hje8aHaLNjeYWNbX20COg,KR_7011501162,"Azir, Blitzcrank, LeeSin, RekSai, Zeri","Illaoi, Jinx, Taliyah, Thresh, Volibear",Blue,RekSai
vuPcDRabBW_Lh2uh3_gAn2rgFOfPsagvR17D_KbirQygeldYZc0Pi-w_7hje8aHaLNjeYWNbX20COg,KR_7011469459,"Ahri, Alistar, Jax, KSante, Zeri","AurelionSol, Jayce, Thresh, Twitch, Volibear",Blue,Volibear
vuPcDRabBW_Lh2uh3_gAn2rgFOfPsagvR17D_KbirQygeldYZc0Pi-w_7hje8aHaLNjeYWNbX20COg,KR_7011431146,"Gragas, Hwei, Jax, Kaisa, Rakan","Ahri, Camille, Teemo, Volibear, Xayah",Red,Kaisa
vuPcDRabBW_Lh2uh3_gAn2rgFOfPsagvR17D_KbirQygeldYZc0Pi-w_7hje8aHaLNjeYWNbX20COg,KR_7011408705,"LeeSin, Riven, Swain, Sylas, Zeri","Jinx, Orianna, Renekton, Thresh, Volibear",Red,Zeri
vuPcDRabBW_Lh2uh3_gAn2rgFOfPsagvR17D_KbirQygeldYZc0Pi-w_7hje8aHaLNjeYWNbX20COg,KR_7005106949,"AurelionSol, Bard, Jinx, Olaf, Volibear","Aphelios, Jax, Lulu, Vi, Zoe",Blue,Vi
SEKcJDmJcicnV5I_CsSbvNbj5hLPyUYOCHPkHv1dOkJ9XDWMOppXXGj-CUiMJFS2h3HQRGC29jBo3A,KR_7015797202,"Aatrox, Fiora, Kaisa, Nautilus, Zac","Diana, Nunu, Rell, Skarner, Zeri",Blue,Diana
SEKcJDmJcicnV5I_CsSbvNbj5hLPyUYOCHPkHv1dOkJ9XDWMOppXXGj-CUiMJFS2h3HQRGC29jBo3A,KR_7015750469,"Azir, Gnar, Lucian, Nami, Vi","Ahri, Draven, KSante, Nautilus, Nidalee",Red,Nautilus
SEKcJDmJcicnV5I_CsSbvNbj5hLPyUYOCHPkHv1dOkJ9XDWMOppXXGj-CUiMJFS2h3HQRGC29jBo3A,KR_7014161401,"Camille, Kaisa, LeeSin, RekSai, Sylas","Ashe, MasterYi, Teemo, Varus, Viego",Blue,Kaisa
SEKcJDmJcicnV5I_CsSbvNbj5hLPyUYOCHPkHv1dOkJ9XDWMOppXXGj-CUiMJFS2h3HQRGC29jBo3A,KR_7012458497,"Braum, Darius, Kayle, Senna, Velkoz","Aphelios, Ashe, KSante, Malzahar, Talon",Blue,Velkoz
SEKcJDmJcicnV5I_CsSbvNbj5hLPyUYOCHPkHv1dOkJ9XDWMOppXXGj-CUiMJFS2h3HQRGC29jBo3A,KR_7011350640,"Hwei, Lucian, Nautilus, Renekton, Syndra","KSante, MasterYi, Milio, Zeri, Zyra",Red,MasterYi
SEKcJDmJcicnV5I_CsSbvNbj5hLPyUYOCHPkHv1dOkJ9XDWMOppXXGj-CUiMJFS2h3HQRGC29jBo3A,KR_7010024962,"Annie, Blitzcrank, Draven, Lillia, Yone","Braum, KSante, Taliyah, TwistedFate, Zeri",Red,TwistedFate
SEKcJDmJcicnV5I_CsSbvNbj5hLPyUYOCHPkHv1dOkJ9XDWMOppXXGj-CUiMJFS2h3HQRGC29jBo3A,KR_7007752895,"Alistar, Lissandra, Lucian, Nami, Samira","Akshan, Ashe, Seraphine, Tryndamere, Xayah",Blue,Lissandra
SEKcJDmJcicnV5I_CsSbvNbj5hLPyUYOCHPkHv1dOkJ9XDWMOppXXGj-CUiMJFS2h3HQRGC29jBo3A,KR_7004925622,"Alistar, Jayce, Sylas, Volibear, Zeri","Akali, KSante, Kaisa, Rakan, RekSai",Blue,Jayce
SEKcJDmJcicnV5I_CsSbvNbj5hLPyUYOCHPkHv1dOkJ9XDWMOppXXGj-CUiMJFS2h3HQRGC29jBo3A,KR_7004827378,"Akshan, Graves, Nautilus, Rumble, Xerath","Irelia, LeeSin, Teemo, Thresh, Ziggs",Blue,Xerath
SEKcJDmJcicnV5I_CsSbvNbj5hLPyUYOCHPkHv1dOkJ9XDWMOppXXGj-CUiMJFS2h3HQRGC29jBo3A,KR_7004781080,"Galio, Kaisa, Katarina, RekSai, Tryndamere","Hwei, Malphite, MonkeyKing, Varus, Yasuo",Red,MonkeyKing
SEKcJDmJcicnV5I_CsSbvNbj5hLPyUYOCHPkHv1dOkJ9XDWMOppXXGj-CUiMJFS2h3HQRGC29jBo3A,KR_7003580467,"Aatrox, Graves, Leona, Smolder, Sylas","AurelionSol, Kalista, Karthus, Rell, Yasuo",Blue,Kalista
SEKcJDmJcicnV5I_CsSbvNbj5hLPyUYOCHPkHv1dOkJ9XDWMOppXXGj-CUiMJFS2h3HQRGC29jBo3A,KR_7002652592,"Azir, Jax, Kaisa, Kindred, Shaco","Galio, Graves, Smolder, Taliyah, Vladimir",Blue,Vladimir
SEKcJDmJcicnV5I_CsSbvNbj5hLPyUYOCHPkHv1dOkJ9XDWMOppXXGj-CUiMJFS2h3HQRGC29jBo3A,KR_6996256184,"Fiora, Nidalee, Rumble, Varus, Yone","Ezreal, KSante, Karma, LeeSin, Sylas",Red,Fiora
SEKcJDmJcicnV5I_CsSbvNbj5hLPyUYOCHPkHv1dOkJ9XDWMOppXXGj-CUiMJFS2h3HQRGC29jBo3A,KR_6996099020,"Diana, Kled, Rakan, Udyr, Zeri","Fiora, Swain, Taliyah, Varus, Yasuo",Red,Udyr
SEKcJDmJcicnV5I_CsSbvNbj5hLPyUYOCHPkHv1dOkJ9XDWMOppXXGj-CUiMJFS2h3HQRGC29jBo3A,KR_6996023095,"Kindred, Shaco, Talon, Varus, Vladimir","AurelionSol, Jinx, TahmKench, Tryndamere, Viego",Red,Varus
SEKcJDmJcicnV5I_CsSbvNbj5hLPyUYOCHPkHv1dOkJ9XDWMOppXXGj-CUiMJFS2h3HQRGC29jBo3A,KR_6994950338,"Bard, Diana, Fiora, Smolder, Viego","Malzahar, Nautilus, Senna, Vi, Volibear",Red,Viego
SEKcJDmJcicnV5I_CsSbvNbj5hLPyUYOCHPkHv1dOkJ9XDWMOppXXGj-CUiMJFS2h3HQRGC29jBo3A,KR_6993806799,"Akshan, Jax, Karthus, Lulu, Zeri","Aphelios, Rakan, Rumble, Tristana, Viego",Blue,Rumble
